review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
were wonderful,2,1,0,0,0,0.5719,Good
A perfect stay at The Otis this weekend,8,1,0,0,0,0.5719,Good
Jacob and Andrew with the valet service were friendly and efficient!,12,1,0,0,0,0.7424,Good
Jacob and Andrew at the Valet were fast and help even got some trash from my car!!,19,0,0,0,0,0.508,Good
Jacob at valet was extremely helpful!!,8,1,0,0,0,0.5686,Good
Everything was wonderful,3,1,0,0,0,0.5719,Good
Jacob in valet was very accommodating!,7,1,0,0,0,0,Good
Kelly Pena is an absolute Rock Star!,8,0,0,0,0,0,Average
"Went to the Bar AC for drinks and snacks, go see Kelly Pena at the bar for great service!",21,2,0,0,0,0.6588,Good
Kelly Peña at bar AC was wonderful and attentive!,10,2,0,0,0,0.6114,Good
Great hotel (Otis) and convenient to Austin nightlife,10,2,0,0,0,0.6249,Good
Jacob at valet was very kind and helpful!,9,2,0,0,0,0.7934,Good
Jacob was excellent,3,1,0,0,0,0.5719,Good
Very attentive and willing to go the extra mile to ensure a safe and happy departure,16,1,0,0,0,0.8481,Good
Jacob at the Valet was extremely helpful and friendly! The whole hotel staff was!,16,1,0,0,0,0.7987,Good
Jacob was great,3,1,0,0,0,0.6249,Good
"Hotel was clean and modern, and staff were very polite",11,3,0,0,0,0.4019,Good
My two main complaints are with the noise and breakfast buffet,11,0,0,0,1,-0.4019,Worst
"In the morning at around 8am every day, there was a ton of noise and shuffling coming from the room above",22,0,0,0,1,0,Worst
It sounded like housekeeping to me but not 100% sure,11,0,0,0,0,-0.1761,Worst
"Either way, the ceilings appear to be paper thin",10,0,0,0,0,0,Average
"The breakfast ""buffet"" at the AC Kitchen was a joke",12,0,0,0,0,0.296,Good
I arrived at 9am (so over an hour before they closed) and there was practically nothing available at the buffet,22,0,0,0,0,0,Average
It honestly looked like food scraps at that point,9,0,0,0,0,0.6705,Good
"They do offer an a-la-carte item with the buffet cost, but at $20, it hardly makes up for the mediocre buffet selection",25,0,0,1.5,0,0,Medium
Do yourself a favor and just walk across to the Chick-fil-A for breakfast,13,0,0,0,0,0.4019,Good
Jacob the Valet and Jack at the Record desk were amazing!! Great hotel and the food was wonderful!,21,3,0,0,0,0.9257,Good
Jacob was very helpful in valet,6,1,0,0,0,0.4754,Good
Great hotel! Super cute decor,6,1,0,0,0,0.906,Good
Front desk staff was top notch and the Valet service with Jacob was so quick!,16,1,0,0,0,0.2714,Good
Had a great experience,4,1,0,0,0,0.6249,Good
Jacob was great!,4,1,0,0,0,0.6588,Good
Sarah I,2,0,0,0,0,0,Average
The bar; Jacob the valet; Jeremiah (?) the waiter; and especially Jack with his vinyl,20,0,0,0,0,0,Average
"As good as it gets, people",7,0,0,0,0,0.4404,Good
"Jacob, The valet was polite, kind, conscientious, and very helpful",14,3,0,0,0,0.7574,Good
Well done,2,0,0,0,0,0.2732,Good
Jacob in Valet good communication and helpful with bags and nice dude,12,1,0,0,0,0.8176,Good
Overall stay was wonderful! Safe and comfortable,8,2,0,0,0,0.8805,Good
Jacob with valet was great—so accommodating and ready to service in any way!,16,2,0,0,0,0.4199,Good
Great service and location,4,2,0,0,0,0.6249,Good
I had great valet service with Jake and Tyler!    Very polite and took good care of my car! 5 stars all around!,25,2,0,0,0,0.9017,Good
I appreciated the hospitality and warm welcomed that I received when I stayed,13,0,0,0,0,0.765,Good
It was just for 1 night but that was all I needed to know that I will definitely go again,20,0,0,0,0,0.5499,Good
I highly recommend,3,2,0,0,0,0.4201,Good
I loved my room,4,1,0,0,0,0.5994,Good
Great hotel!! Appreciated Jacob at Valet offered fantastic advice on where to see great architecture,17,3,0,0,0,0.9492,Good
I’ll be back,5,0,0,0,0,0,Average
Jacob is the best! Great service and will certainly return back,12,3,0,0,0,0.8999,Good
"Really enjoyed our stay here! Everyone from the reception to Omar at the restaurant, Jacob and Roman at the valet, everything was top notch! Loved the record players in the room",35,2,0,0,0,0.8713,Good
We will definitely be back,5,0,0,0,0,0.4019,Good
Jacob at the valet station was extremely helpful!,9,1,0,0,0,0.5244,Good
Jacob with valet was superb with his service- much appreciated!,11,1,0,0,0,0.8268,Good
Jacob at valet was especially courteous,6,1,0,0,0,0.5563,Good
Absolutely lovely stay,3,0,0,0,0,0.624,Good
"Jacob our Valet was exceptional, front desk service second to none!",13,1,0,0,0,0,Good
"Valet, front desk, and bar staff were great!",11,1,0,0,0,0.6588,Good
Jacob was amazing! Quick and efficient,7,3,0,0,0,0.784,Good
And was so polite and helpful,6,2,0,0,0,0.4703,Good
Highly recommend,2,2,0,0,0,0.4201,Good
The hotel was clean and has a great rooftop bar,10,2,0,0,0,0.7783,Good
Everything was great,3,1,0,0,0,0.6249,Good
Jacob was very helpful!,5,1,0,0,0,0.5244,Good
Jay was super helpful about letting us know about new things in the area!,15,1,0,0,0,0.7901,Good
Jay at the valet did an amazing job for us! Very professional and kind and respectful,17,3,0,0,0,0.8947,Good
great location - great staff,5,4,0,0,0,0.8481,Good
Jay was awesome - very friendly and helpful,8,2,0,0,0,0.8923,Good
Jacob with valet was excellent!,6,1,0,0,0,0.6114,Good
Jay was very helpful at the valet stand,8,1,0,0,0,0.4754,Good
Jay is a great bellman!!,7,1,0,0,0,0.6892,Good
The valet - Jacob - was great!,8,1,0,0,0,0.6588,Good
Jacob offered great valet Service,5,1,0,0,0,0.6249,Good
Easy to work with and super friendly,7,0,0,0,0,0.875,Good
Jake the valet attendant was fantastic and friendly each time we were coming and going from the hotel!,19,1,0,0,0,0.7959,Good
Great stay all around! Jacob and Pavel from valet went above and beyond!,15,1,0,0,0,0.6892,Good
Jacob at valet was amazing!,6,1,0,0,0,0.6239,Good
Jacob was ver courteous! Great service!,8,3,0,0,0,0.8395,Good
Everything was amazing,3,1,0,0,0,0.5859,Good
Jacob was super nice and so helpful,7,1,0,0,0,0.8687,Good
Thanks!!,3,0,0,0,0,0.5399,Good
Jake in vallet was an absolutely the best part of our stay,12,1,0,0,0,0.6682,Good
His kind way and friendly attitude really shows off the Otis,11,1,0,0,0,0.765,Good
Definitely would let him date my daughter,7,0,0,0,0,0.4019,Good
No bathroom walls?,4,0,0,0,0,-0.296,Worst
Jacob at valet was fantastic,5,1,0,0,0,0.5574,Good
Very accommodating and super friendly,5,1,0,0,0,0.8107,Good
"Absolutely amazing location, prices, and staff!!",10,1,0,0,0,0.6885,Good
Valet Tyler was great,4,1,0,0,0,0.6249,Good
Really hustled to get me out quickly,7,0,0,0,0,0,Average
"Great experience, nice rooms and great valet service! Jacob was great and super helpful!",17,4,0,0,0,0.9732,Good
"The valet, Jacob, was VERY helpful and kind",10,2,0,0,0,0.8462,Good
I stayed here for my 29th birthday and Sarah was absolutely incredible,12,0,0,0,0,0,Average
This has to be one of the best birthday trips I've ever taken because she paid so much attention to every detail and really just blew me away,29,1,0,0,0,0.6369,Good
"Not only did she accommodate every request that I had, which wasn't many, she really made me feel very special and that she was really paying attention to me",32,0,0,0,0,0.4576,Good
"I know I tend to talk a lot, but I loved that when I came back for the night she had a little gift for me which showed me that she was really paying attention when I was sharing with her when I checked in",46,1,0,0,0,0.9255,Good
As someone that used to work at the front desk of hotels it really means a lot to me when someone not only has great customer service but they have great empathy and great sentimentality,35,3,0,0,0,0.9319,Good
"Sarah is truly a gem, an incredible person and a very kind person as well",16,1,0,0,0,0.8268,Good
I will definitely be coming back in the future,9,0,0,0,0,0.4019,Good
Tyler was great and helpful with valet,7,2,0,0,0,0.7845,Good
Great friendly service from Tyler,5,1,0,0,0,0.8074,Good
Tyler was great,3,1,0,0,0,0.6249,Good
"The service of the hotel staff greatly exceeded expectations, especially the extra touches of Brie (concierge)",19,0,0,0,0,0,Average
Kelly in the Otopia Rooftop Lounge took great care of us each night we went up,16,1,0,0,0,0.8074,Good
"Additionally, Chad in the Acre 41 bar served us up some excellent special cocktails served exclusively at that restaurant",20,1,0,0,0,0.7506,Good
The service was exceptional on all levels,7,1,0,0,0,0,Good
This review is for the hotel room comfort itself: King rooms here are literally made for solo travelers not couples,21,0,0,0,0,0.3612,Good
"I should have read other reviews as the sink, mirror and shower has no wall separating from the bedroom space so absolutely",23,0,0,0,0,-0.296,Worst
NO privacy,2,0,0,0,0,-0.4466,Worst
"Seriously, NOT recommended for couples! You can hear everything going on in the bathroom as its a slide door with no wall partition",25,1,0,0,0,-0.5837,Good
Not even a closet in this small space,8,0,0,0,0,0,Average
I do not recommend the bed for two unless you’re petite people,14,1,0,0,1,-0.2755,Good
The beds are literally queen size yet marketed as King and you can totally eye ball compared to king beds in other hotels and see they are NOT King sz mattress AT ALL,33,0,0,0,0,0,Average
My partner and I were shocked when checking in after 11pm to see the bed at the least is legit not a king mattress just long enough but not wide enough to sleep on your backs together just okay for side sleeping,42,0,1,0,0,0.1027,Average
We made it work for 2 nights as our friend who had a room to themselves was enjoying the space & every other hotel in the area was fully booked,30,0,0,0,0,0.765,Good
"Would only stay again if traveling solo for sake of good rest, comfort & any decent privacy",18,1,1,0,0,0.6597,Good
"Fantastic Bar, Emie was very attentive and made sure we were well taken care of",16,2,0,0,0,0.8807,Good
Excellent bar,2,1,0,0,0,0.5719,Good
Great vibe,2,1,0,0,0,0.6249,Good
Emie is an exceptional mixologist,5,1,0,0,0,0,Good
She will craft a drink that you will love,9,1,0,0,0,0.6369,Good
Emile was exceptional!  She was able to find the best cocktail and wine to match the food pairing,19,2,0,0,0,0.6696,Good
"Excellent service! Jacob, at the valet, was exceptional and greatly enhanced the quality and our stay",19,3,0,0,0,0.6114,Good
A highly desirable visitor experience,5,0,0,0,0,0.3804,Good
Sofia is the best!,5,1,0,0,0,0.6696,Good
"Cute, modern hotel on UT campus",7,1,0,0,0,0.4588,Good
"AC is co-located with Otis hotel and they share restaurants, rooftop bar and pool",15,0,0,0,0,0.296,Good
"Great workout room and nice, reasonably priced breakfasts",9,1,0,0,0,0.7845,Good
"Good location, friendly staff, and clean rooms",9,2,0,0,0,0.8316,Good
The setup in the rooms is very AC if you've stayed at the brand - somewhat modern and eclectic,20,1,0,0,0,0,Good
"In this case, it was well-appointed with a tiny fridge, but it did the trick",17,0,0,0,0,-0.0772,Worst
The staff was also very friendly and engaging,8,0,0,0,0,0.7316,Good
"From Sophia checking me in at the front desk, to Eli checking me out, they were all great! I mention these two, because I had direct, positive interaction with each of them",37,1,0,0,0,0.8398,Good
Both made me feel welcomed and at home,8,0,0,0,0,0.34,Good
"With broad smiles and engaging personalities, they delivered hospitality",10,0,0,0,0,0.6705,Good
"This hotel is connected to The Otis, also a Marriott property, which made for a really fun and interesting experience",22,0,0,0,0,0.762,Good
"It also highlighted the available amenities, whichever hotel you're staying at since they 're essentially the same building",20,0,0,0,0,0,Average
It's an awesome choice in the area with plenty of food options within walking distance,16,1,0,0,0,0.6249,Good
"Choose for the price and location, and be delighted with the service",13,0,0,0,0,0.5106,Good
Room design for the one king room was terrible,9,0,0,0,1,-0.4767,Worst
Not suited for 2 ppl,5,0,0,0,0,0,Average
Open bathroom concept,3,0,0,0,0,0,Average
Favorite part of the experience was Jacob at valet,9,0,0,0,0,0.4588,Good
World star,2,0,0,0,0,0,Average
I arrived to the Otis to go to the rooftop and parking was a disaster,15,0,0,0,0,-0.6249,Worst
"Luckily, Calvin, Joe, Louis, Mario were attending the valet stand and gave me excellent service upon my arrival",22,2,0,0,0,0.7906,Good
They were very professional and the service was excellent,9,2,0,0,0,0.5719,Good
Tip of the hat to them,6,0,0,0,0,0,Average
Jade was master class!  Expresso Martini was “perfection” 😎,12,0,0,0,0,0.5093,Good
Appreciate the hospitality,3,0,0,0,0,0.4019,Good
#NAME?,2,0,0,0,0,0,Average
Jade at the AC bar was amazing!!!,10,1,0,0,0,0.6884,Good
"Jade at the bar was fantastic, was an amazing conversationalist and treated us great",15,3,0,0,0,0.91,Good
Highly recommend her cocktails! Will be back,8,2,0,0,0,0.474,Good
Jade made the best lavender lady!,7,1,0,0,0,0.6696,Good
"Lovely hotel and great amenities, like a rooftop bar and gym",12,1,0,0,0,0.886,Good
It is also connected to Otis hotel and their beautiful bar,11,1,0,0,0,0.5994,Good
Target is nearby with loads of food shops/trucks to choose from as well,13,0,0,0,0,0.2732,Good
The reception has been superb too,6,1,0,0,0,0.6249,Good
Overall a great location and enjoyed the stay,8,3,0,0,0,0.8126,Good
Jade is amazing,3,1,0,0,0,0.5859,Good
Wish she was here all the time!!!!,11,0,0,0,0,0.5951,Good
Jade is the best!,5,1,0,0,0,0.6696,Good
We loved Jade in the bar!,7,1,0,0,0,0.636,Good
"Jade, the bartender is very friendly and helpful",9,1,0,0,0,0.762,Good
Jade in the bar is awesome!,7,1,0,0,0,0.6588,Good
Jade again! The best!,6,1,0,0,0,0.6988,Good
Loved the hotel for a quick conference,7,2,0,0,0,0.5994,Good
"Clean, friendly, convenient and great bar areas for gathering",11,3,0,0,0,0.875,Good
Our bartender Jade (2nd floor bar) was amazing,10,1,0,0,0,0.5859,Good
