review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
très accessible autoroutes passent à coté mais lhotel est silencieux,14,0,0,0.0,0,Average,Average
beaucoup de restaurants et plusieurs grandes surfaces à moins de minutes,12,0,0,0.0,0,Average,Average
les chambres sont assez grandes et confortables lit king size bureau table canapé armoire et belle salle de bain,24,0,0,0.0,0,Average,Average
le petit déjeuner est servi dans la seule salle du lobby pas de restaurant cest un buffet petit déjeuner continental en option moins cher plutôt bien achalandé,35,0,0,0.0,0,Average,Average
il y a une piscine moyenne et un patio à larrière,12,0,0,0.0,0,Average,Average
grand parking,2,0,0,0.0,0,Good,Good
le personnel était très sympathique,5,0,0,0.0,0,Average,Average
was this place put together with cardboard i can hear the people walking upstairs i can hear the people in the rooms beside me,26,0,0,0.0,0,Average,Average
everything inside the place seems second rate as well,9,0,0,0.0,0,Good,Good
the staff is friendly but i do not think i will be staying here again,16,0,0,0.0,0,Good,Good
we had an excellent service experience at the breakfast with francys,11,2,0,0.0,0,Good,Good
she did a phenomenal job,5,0,0,0.0,0,Average,Average
this hotel is clean classy quiet and located close to restaurants and the barton creek area,18,2,0,0.0,0,Good,Good
the staff starting with chris at the front desk checkin were exceptional,15,1,0,0.0,0,Good,Good
my husband and i travel a lot and chris’ customer service went above and beyond what we’ve ever experienced,23,0,0,0.0,0,Average,Average
among other things he immediately registers your name and recalls it each time you walk by,18,0,0,0.0,0,Average,Average
franchys at the resturant has been there a number of years because we’ve seen her each time,21,0,0,0.0,0,Good,Good
she makes sure the breakfast which is delicious and has lots of variety is well stocked fresh and delicious,23,3,0,0.0,0,Good,Good
she’s got excellent customer service making sure we are all well fed and lacking nothing,18,1,0,1.5,0,Medium,Medium
at checkout we met sushmurthi at the front desk who wanted to know what else they could do to make sure our experience is better next time we were hard pressed to find anything we could ask them to do better,45,0,0,0.0,0,Good,Good
we do stay at this location quite frequently and will be back again and again and again,20,0,0,0.0,0,Average,Average
sue was there to greet me with morning coffee and a taco she was a bright ray of sunshine on this cloudy day wonderful hotel,27,1,0,0.0,0,Good,Good
what made this stay so special was sue from the cafe,11,0,0,0.0,0,Good,Good
she and her staff were extremely friendly and cheerful,9,0,0,0.0,0,Good,Good
i spent my breakfasts chatting with her while she provided the greatest service,13,0,0,0.0,0,Good,Average
i would come back just for her hospitality,9,0,0,0.0,0,Average,Average
sue and chris were incredible,5,0,0,0.0,0,Average,Average
the attention to detail excellent service and friendly yet professional treatment was fantastic,15,4,0,0.0,0,Good,Good
will be back,4,0,0,0.0,0,Average,Average
we had the most enjoyable breakfast at the hotel,9,0,0,0.0,0,Good,Good
sue was so hospitable,4,0,0,0.0,0,Average,Average
we have never had such a great breakfast experience at a hotel,13,2,0,0.0,0,Good,Good
had a fantastic breakfast this morning sue’s friendly service really stood out and chef ashley absolutely impressed me—the food was seriously unbelievable,28,2,0,0.0,0,Good,Good
both were incredibly welcoming,4,1,0,0.0,0,Good,Good
i’d highly recommend stopping by and enjoying the experience like i did,14,2,0,0.0,0,Good,Good
ev chargers r nice kw a v w a mbps,0,0,0,0.0,0,Neutral,Neutral
we stayed at the hotel for a weekend of family prewedding parties,12,0,0,0.0,0,Good,Average
everything was wonderful,3,1,0,0.0,0,Good,Good
the manager and all of the staff were fantastic and the customer service they offered was superb,17,2,0,0.0,0,Good,Good
one particular stand out was sueone of the servers in the breakfast restaurantshe took care of my mother and best friend mom each day and she was exceptional she went above and beyond not only with our family but with every guest to make sure that they had a wonderful dining experience,58,3,0,0.0,0,Good,Good
thank you sue and we look forward to visiting again soon,12,0,0,0.0,0,Good,Good
with much gratitudejeannie,5,0,0,0.0,0,Average,Average
we have enjoyed our first visit to austin despite the unusual cloudy rainy weather,15,1,0,0.0,0,Good,Good
very clean and nice hotel everyone is so friendly and sue took great care of us every morning for breakfast thank you krista gabby,28,2,0,0.0,0,Good,Good
great staff especially sue and maria,6,2,0,0.0,0,Good,Good
they provided exceptional service during my stay,7,1,0,0.0,0,Good,Good
sue made sure i had what i need to get my busy day started,14,0,0,0.0,0,Good,Good
a perfect espresso and a great breakfast with a smile,10,3,0,0.0,0,Good,Good
i’ll be back,0,0,0,0.0,0,Neutral,Neutral
we had a wonderful experience during my sisterinlaw’s wedding celebrations,12,1,0,0.0,0,Good,Good
sue took care of us at breakfast and was an absolute delight attentive warm and truly made the morning special,23,1,0,0.0,0,Good,Good
first time staying here the customer service we received from sue chris and jamie at the front desk was impeccable,23,0,0,0.0,0,Average,Average
beautiful rooms and comfortable beds,5,2,0,0.0,0,Good,Good
i had a very enjoyable stay at ac hotel austin hill country,12,0,0,0.0,0,Good,Good
the hotel has a modern stylish design and everything felt clean and wellmaintained throughout my visit,18,2,0,0.0,0,Good,Good
the rooms were comfortable and thoughtfully designed with a nice balance of simplicity and functionality,16,1,0,0.0,0,Good,Good
i especially appreciated the quiet atmosphere which made it easy to relax,13,1,0,0.0,0,Good,Good
the staff were professional and welcoming making the checkin and overall stay smooth and hasslefree,16,2,0,0.0,0,Good,Good
the location is also convenient offering a nice balance between accessibility and a more peaceful setting away from the busiest parts of austin,24,2,0,0.0,0,Good,Good
overall i’d definitely recommend this hotel if you’re looking for a clean modern and comfortable place to stay in the austin area,29,4,0,0.0,0,Good,Good
the room was very clean and nice location,8,1,0,0.0,0,Good,Good
always friendly,2,0,0,0.0,0,Good,Good
very nice place with a pool,6,0,0,0.0,0,Good,Good
i had a fantastic stay at this hotel,8,2,0,0.0,0,Good,Good
i came during the ice storm and the staff was super accommodating and welcoming specifically jamie at the front desk,22,2,0,0.0,0,Good,Good
as well as ms,4,0,0,0.0,0,Good,Good
sue she greeted me in the morning during breakfast and she is so incredibly friendly and kind made me feel like i was at home,27,1,0,0.0,0,Good,Good
i would go back to this hotel just to see her,11,0,0,0.0,0,Average,Average
my only complaint is that i wish the peloton was working given that it is such a small gym,19,0,0,0.0,0,Good,Good
wow,1,0,0,0.0,0,Good,Average
wow,1,0,0,0.0,0,Good,Average
wow,1,0,0,0.0,0,Good,Average
ac rate for jw quality,5,0,0,0.0,0,Good,Average
don’t skip the breakfast ask for sue,10,0,0,0.0,0,Average,Average
she is a rock star of ac hotel austin hill,10,0,0,0.0,0,Average,Average
our trip was to visit family and this hotel was very close,12,0,0,0.0,0,Average,Average
we stayed for nearly three weeks and got to know some of the staff,14,0,0,0.0,0,Average,Average
they were always welcoming and professional and seemed to enjoy working at the hotel and with each other… which makes it a better experience for all,26,2,0,0.0,0,Good,Good
at the front desk i was assisted and helped by louis and holden,13,0,0,0.0,0,Average,Average
appreciated how they listened and provided assistance,7,0,0,0.0,0,Good,Good
sue and franys were attentive and very good at preparing and serving the breakfast which was both buffet and special order,21,1,0,0.0,0,Good,Good
we got to meet maria who was one of the chefs at breakfast for special orders,18,0,0,0.0,0,Good,Good
a special venue was the violet sky rooftop bar,9,0,0,0.0,0,Good,Good
it had a bar and food service but also just a great place to sit and relax,18,1,0,0.0,0,Good,Good
enjoyed the service here by david and especially chris as he was working on christmas eve,17,1,0,0.0,0,Good,Good
we also ate at carve… one of the restaurants in the complex and saw a movie at the theater just steps away,22,0,0,0.0,0,Average,Average
an enjoyable place to stay and the service was a big part of our satisfaction staying at the ac hill country,21,0,0,0.0,0,Good,Good
i had a great experience staying at this property standouts were the spacious rooms comfy 🛏️ great 🚿and the breakfast experience in particular was the perfect end to my short stay,36,4,0,0.0,0,Good,Good
sue at the bfast counter and maria in the kitchen will take excellent care of you to be sure,21,1,0,0.0,0,Good,Good
great location great service,5,4,0,0.0,0,Good,Good
rooftop bar is a great spot for happy hour at sunset with panoramic views of hill country and the city,20,1,0,0.0,0,Good,Good
i would like to formally recognize charlotte tyler general manager of ac hotel austin hill country for her exceptional professionalism and leadership,24,1,0,0.0,0,Good,Good
from the moment of arrival her warm welcome and genuine friendly demeanor created an atmosphere of comfort confidence and excellence,24,0,0,0.0,0,Good,Good
her presence reflects a strong commitment to guest satisfaction and sets a high standard for service throughout the property,19,0,1,0.0,0,Average,Average
charlotte demonstrates exemplary leadership through her approachability poise and ability to foster a welcoming environment for both guests and staff,22,1,0,0.0,0,Good,Good
her attention to detail and consistent professionalism contribute significantly to the overall guest experience and reflect positively on the ac hotel brand,22,0,0,0.0,0,Good,Good
her leadership style embodies hospitality at its highest level and she is clearly an asset to the organization,19,0,0,0.0,0,Good,Good
i commend her for maintaining such a high standard of excellence and for creating a culture of warmth respect and service,23,0,1,0.0,0,Average,Average
we had a wonderful stay at ac hotel austin hill – marriott,12,2,0,0.0,0,Good,Good
from the moment we arrived the staff was genuinely friendly and welcoming making checkin smooth and stressfree,19,1,0,0.0,0,Good,Good
the rooms were spotless modern and very comfortable exactly what you’d expect from an ac hotel—clean lines great lighting and a calm atmosphere that made it easy to relax after a full day out,43,5,0,0.0,0,Good,Good
one of the biggest highlights is the location,8,0,0,0.0,0,Average,Average
the hotel is perfectly situated near some fantastic food options making it incredibly convenient to explore austin’s dining scene without having to go far,27,2,0,0.0,0,Good,Good
everything we wanted was just minutes away,7,0,0,0.0,0,Average,Average
overall this is a great choice if you’re looking for a clean comfortable and welllocated hotel with excellent service,24,5,0,0.0,0,Good,Good
we’d happily stay here again on our next visit to austin,13,0,0,0.0,0,Good,Average
rooms are new,3,0,0,0.0,0,Average,Average
location is very close to some big companies,8,0,0,0.0,0,Average,Average
the shower could use a bit more water pressure,9,0,0,0.0,0,Worst,Average
if youre looking for a place to stay in the hill country this is it,17,0,0,0.0,0,Average,Average
the staff is very friendly,5,0,0,0.0,0,Good,Good
they have a nice rooftop bar and restaurant on site,10,0,0,0.0,0,Good,Good
even have tacos for breakfast,5,0,0,0.0,0,Average,Average
we had a wonderful stay at this property from the front desk to the room housekeeping food and beverage facilities and beyond,28,2,0,0.0,0,Good,Good
wow,1,0,0,0.0,0,Good,Average
i’ve stayed at multiple ac hotels around the nation but this one is top tier,18,0,0,0.0,0,Good,Good
super friendly and helpful staff,5,2,0,0.0,0,Good,Good
susan was so welcoming and made us feel like family,10,1,0,0.0,0,Good,Good
she made our stay very special we’ll be returning and hope to see her again thank you,21,0,0,0.0,0,Good,Good
really enjoyed this hotel i was surprised,8,1,0,0.0,0,Good,Good
its far from downtown austin but has lots of outstanding restaurants and movie theater within walking distance,17,1,0,0.0,0,Good,Good
rooms were great and so was the service,8,1,0,0.0,0,Good,Good
they have a very nice rooftop bar as well,9,0,0,0.0,0,Good,Good
best hotel i’ve ever stayed in,8,1,0,0.0,0,Good,Good
the views of the hill country are incredible to wake up to the staff was the most professional and friendly to interact with,24,1,0,0.0,0,Good,Good
the full size soaps were handy since i forgot mine and nights were quiet and relaxing,18,1,0,0.0,0,Good,Good
i will stay here again,0,0,0,0.0,0,Neutral,Neutral
terrible place to stay if you need sleep,8,0,0,0.0,1,Worst,Worst
so loud and if you call to get help they dont care,13,0,0,0.0,0,Average,Good
i dont usually leave reviews but if a company like marriott only offers you a free breakfast as compensation for lost sleep it is not somewhere i choose to do business with ever again,35,0,0,0.0,0,Good,Good
pool was ice cold and there wasn’t a hot tub sadly,13,0,0,0.0,0,Worst,Average
other than that decent hotel,5,0,1,0.0,0,Average,Average
this hotel stay was just wonderful,6,1,0,0.0,0,Good,Good
the gentleman at the front desk was so friendly and helpful i have to really brag on breakfast though,20,1,0,0.0,0,Good,Good
everything about our breakfast experience was incredible,7,0,0,0.0,0,Average,Average
