review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
"This lack of customer service is unacceptable, especially for a Hilton brand hotel",14,0,0,0,0,Neutral,3
I would not recommend this hotel to anyone,8,0,0,0,0,Neutral,0
Save your money and sleep in your car if you have to!,13,0,0,0,0,Neutral,0
The soundproofing is terrible,4,0,0,0,1,Worst,0
"I could clearly hear conversations from the room next door and the constant sound of doors opening and closing all night long, which seriously disrupted my sleep",28,0,0,0,0,Neutral,0
It was incredibly frustrating,4,0,0,0,0,Neutral,0
"To add to the inconvenience, the hair conditioner was missing on the first day of my stay",18,0,0,0,0,Neutral,0
"I didn’t realize it until I was already in the shower, which made the situation even worse",20,0,0,0,0,Neutral,0
"As a Diamond member, I expected a much better experience and attention to detail",15,0,0,0,0,Neutral,0
"Hopefully, these issues get addressed for future guests",9,0,0,0,0,Neutral,0
This place is very inconvenient there is no store or gas station nearby or anything at a walking distance,19,0,0,0,0,Neutral,0
"If you plan to travel to New York, it will be very expensive to UBER and if you drive you would need to pay toll to cross the bridge",30,0,0,0,1,Worst,0
The pool is closed under construction and the gym equipment is very old and the place smells like mold,19,0,0,0,0,Neutral,0
Only gave 1 star because there were no minus button options!,12,0,0,0,0,Neutral,0
Seriously an absolute joke that it's rated as 4 star!,12,0,0,0,0,Neutral,0
Situated on a freeway with no way of getting in and out of there unless you drive or uber,19,0,0,0,0,Neutral,0
Advertise they have a shuttle bus that we were told would take us to the bus station then the driver just dropped us off at a stop on the freeway and as tourists we had no idea where we were supposed to go and mind you the shuttle bus only runs for a few hours in the morning,58,0,0,0,0,Neutral,0
"Elevator didn't work twice in the 4 days we were there, aircon worked when it felt like it, shower was disgusting, ice machine didn't work, food from the restaurant tasted like a frozen dinner reheated, absolutely ruined our whole stay in New York",50,0,0,0,0,Neutral,0
If you're looking to save a couple dollars by staying here,12,0,0,0,0,Neutral,0
DON'T!!),5,0,0,0,0,Neutral,0
"We have travelled extensively throughout Australia, Europe & America and stayed at everything from 5 star to backpackers lodge & this was bar far the worst accommodation we've had anywhere in the world",35,0,0,0,1,Worst,0
Stay away,2,0,0,0,0,Neutral,1
"During our stay at the hotel from 09/18/24 to 09/28/24, we experienced a disappointing level of service, especially considering the hotel's association with the prestigious DoubleTree by Hilton brand",32,0,0,0,0,Neutral,0
The service fell far below the standard motel,8,0,1,0,0,Average,3
"The room size, beds, sofa, and fridge were relatively okay, but the service was terrible",19,0,1,0,1,Average,0
My colleague and I almost suffocated due to the lack of airflow,12,0,0,0,0,Neutral,0
"When we tried to adjust the thermostat, we found that maintenance had locked it to conserve energy",18,0,0,0,0,Neutral,0
"After calling maintenance, the thermostat was reprogrammed, and the air conditioning worked for one day but stopped for the rest of our stay, forcing us to open the window to sleep",34,0,0,0,0,Neutral,0
"As we arrived around midnight and left around 5:30 AM daily, morning coffee was essential to us",18,0,0,0,0,Neutral,0
"However, we had to call and remind the staff to provide coffee almost daily",15,0,0,0,0,Neutral,0
"Additionally, we never had sugar for a single day",10,0,0,0,0,Neutral,0
"Whenever we asked for sugar, they gave us equal sweeteners, so we ended up buying our sugar",19,0,0,0,0,Neutral,0
The towels were not provided properly either,7,0,0,0,0,Neutral,0
"One night, we found the towel rack empty",9,0,0,0,0,Neutral,0
"We called the front desk, and the room service attendant who delivered the towels was rude",17,0,0,0,1,Worst,3
"On 09/26/24, it was evident that the trash cans had not been emptied, the water glasses had not been replaced, the restroom had not been cleaned, and one bed had been left unmade",37,0,0,0,0,Neutral,0
"Should management choose to dispute this, we have photographic evidence with date, time, and location tags to support our claims The hotel appears to prioritize the Asian tourist market while neglecting the needs of US customers",39,0,0,0,0,Neutral,0
The infrastructure and service warrant a comprehensive inspection by the authorities,11,0,0,0,0,Neutral,3
"The management might respond to this post, but it will not change the fact that this is a ""One-Star Hotel",22,0,0,0,0,Neutral,0
""" The cleanliness and maintenance issues in the rooms and common areas are unacceptable for a hotel with the reputable ""DoubleTree by Hilton"" brand",26,0,0,0,0,Neutral,0
"From stained carpets to malfunctioning amenities, the overall experience was disappointing",12,0,0,0,0,Neutral,0
I wouldn't recommend this hotel to anyone looking for a comfortable and pleasant stay,15,2,0,0,0,Good,1
Terrible hotel,2,0,0,0,1,Worst,0
Avoid at all costs! Honestly I don’t know how this hole is still in business,18,0,0,0,0,Neutral,0
Don’t go unless you really don’t have other option,13,0,0,0,0,Neutral,0
It’s super outdated and has bed bugs,9,0,0,0,0,Neutral,0
I complained and they said there’s no bed bugs there even though me and my partner had marks,20,0,0,0,0,Neutral,0
It felt super weird sleeping in there almost like a motel,11,0,0,0,0,Neutral,0
Completely doesn’t match the Double Tree standards from other locations they need to do better and before they do I’m not returning,26,0,0,0,0,Neutral,0
I recommend the Hyatt right next door if you really need to stay in the area,16,0,0,0,0,Neutral,1
It’s a money grab at this point because it’s a Double Tree so ppl will book regardless because of the name and most won’t check the current reviews,34,0,0,0,0,Neutral,0
I don’t think they’ll ever renovate that place if people keep booking,16,0,0,0,0,Neutral,0
The room was pathetic the beds were uncomfortable and the air conditioning isn’t working in the rooms,19,0,0,0,0,Neutral,0
"Not worth the money they ask for, Hilton should rather invest in this hotel and improve the architecture and basic amenities in this hotel",25,0,1,0,0,Average,0
The staff at front desk when complaint about the room was rude,12,0,0,0,1,Worst,2
I checked in yesterday evening the Asian looking lady was rude and failed to accommodate our requests saying all the rooms are the same,24,0,0,0,1,Worst,0
The hotel has charged me usd 1300 for three nights this isn’t the experience I was looking for,20,0,0,0,0,Neutral,0
"Disappointed, very rude of the staff I booked my nights stay true at party, and I did pay extra for cancellation fee, and time for my trip my daughter got sick and end up in the ICU unit so I had to cancel the trip and when I asked for refund, they were very rude about it ,manger was very rude and unfriendly, This was a cancellation that couldn’t be helped and was my husband 60th birthday",85,0,0,1,3,Medium,0
I just couldn’t leave my daughter and ic the hotel is very disappointing,15,0,0,0,0,Neutral,0
"Never go back there because they could’ve waive a courtesy if they wanted to, but I guess I had to pay extra because anybody going to the hotel so I will pay for an empty hotel",39,0,0,0,0,Neutral,0
That’s how they make the money,8,0,0,0,0,Neutral,0
😂😂😂,1,0,0,0,0,Neutral,0
BEWARE!! My parents stayed here inJuly 2024,9,0,0,0,0,Neutral,0
Horrible bedbug infestation that led them to throw a bunch stuff out and have bite marks all over,18,0,0,0,1,Worst,0
It is obviously not kept up to usual hilton standards regarding cleanliness,12,0,0,0,0,Neutral,0
Worst double tree on the face of the planet,9,0,0,0,1,Worst,0
All the negative reviews about the AC are correct,9,0,0,0,0,Neutral,0
Hot air all night,4,0,0,0,0,Neutral,0
Didn't get a second of sleep,7,0,0,0,0,Neutral,0
Tried calling the front desk for a few hrs,9,0,0,0,0,Neutral,0
Even went down to the lobby to find no one,10,0,0,0,0,Neutral,0
Eventually someone from hotels,4,0,0,0,0,Neutral,0
com had to reach out to them,7,0,0,0,0,Neutral,0
"Finly spoke to somebody and all they wanted to do was send somebody up to our room to ""reset the AC unit""",24,0,0,0,0,Neutral,0
At this point at quarter to 5:00 in the morning it's a little too late for any of that,20,0,0,0,0,Neutral,0
At that point we just wanted to check out,9,0,0,0,0,Neutral,0
To the point where we asked for a refund and she said that we'd have to call a different number that they couldn't give us a refund and they'll see what they can do,37,0,0,0,0,Neutral,0
Avoid this place at all costs,6,0,0,0,0,Neutral,0
Super disappointed 😔,3,0,0,1,0,Medium,0
This hotel runs under Hilton brand however its full of failures,11,0,0,0,0,Neutral,0
"Old, Not clean and AC does not working properly",10,1,0,0,1,Good,0
Definitely not recommended hope you see my comments before you make your decision! Thanks!,16,0,0,0,0,Neutral,0
포트리근처위치,1,0,0,0,0,Neutral,0
"미국호텔은정말 낡고, 지저분한곳이 많은듯 , 한국호텔 생각하면… 최악 ㅠㅠ",10,0,0,0,0,Neutral,0
이호텔 비추 ㅠㅠ,3,0,0,0,0,Neutral,0
"너무 낡고, 쿰쿰 ㅠㅠ",5,0,0,0,0,Neutral,0
Noce,1,0,0,0,0,Neutral,0
My husband booked this room,5,0,0,0,0,Neutral,0
"Had I read the reviews, I would have never selected this hotel",13,0,0,0,0,Neutral,0
This hotel is exactly how the others describe it,9,0,0,0,0,Neutral,0
"Dated, dated, dated",5,0,0,0,0,Neutral,0
"The 80's called, they want their style back",10,0,0,0,0,Neutral,0
We were first put in a room that the a/c was not working,13,0,0,0,0,Neutral,0
We asked to switch and they did so without hesitation,10,0,0,0,0,Neutral,0
"The second room, while spacious, it seemed clean, but looking at it closer, there were food crumbs on the floor next to the bed and sound of dripping water all night",35,1,0,0,0,Good,0
I am glad we were here just to catch some shut eye for a few hours before hitting the road again,21,0,0,0,0,Neutral,0
I do not recommend this place,6,0,0,0,0,Neutral,0
It needs a major overhaul,5,0,0,0,0,Neutral,0
The gentleman at the front desk was pleasant,8,1,0,0,0,Good,0
This hotel has definitely seen better days,7,0,0,0,0,Neutral,0
"Arrived and room was 81 degrees, was given a new room that smelled like smoke and some time during the night the A/C stopped functioning as well in the new room",32,0,0,0,0,Neutral,0
Definitely not worth the stay unless you like being warm,10,0,0,0,0,Neutral,1
"This did not meet the double tree standard at all, usually I’m very comfortable at this chain but this location was by far the worst",28,1,1,0,1,Good,0
"The location was awful, nothing walkable - shuttle service is sketchy",12,0,0,0,0,Neutral,3
"To make it worse, they don’t have anything there",12,0,0,0,0,Neutral,0
"They don’t include microwaves, they won’t let you use microwaves, if you go to the restaurant and ask they’ll tell you they can’t let you either",36,0,0,0,0,Neutral,0
"So good luck eating, you will have to pay an Uber both ways every single time",17,1,0,0,0,Good,0
"We finally got a microwave after 2 days of complaining and they wouldn’t provide any plates, plastic containers, or anything",24,0,0,0,0,Neutral,0
And if you do bring food back - you better eat it in your room,15,0,0,0,0,Neutral,0
"The entire lobby is a bar and restaurant, even when they aren’t open you aren’t allowed to sit at a table and eat without rudely being asked to leave",34,0,0,0,0,Neutral,0
"They don’t have hygienic products for purchase, like a toothbrush or deodorant either",16,0,0,0,0,Neutral,0
"And they don’t have first aid kits, I cut myself badly and was given cotton pads - this is crazy, what hotel doesn’t have a first aid kit at least for their own staff??",42,0,0,0,0,Neutral,0
"And to top it all off, the room:",10,0,0,0,0,Neutral,4
- AC didn’t work when we got to the room and it was 82 degrees,17,0,0,0,0,Neutral,0
"- they fixed the ac but it was stuck at one temperature with only one vent, so one side of the room was hot constantly",26,0,0,0,0,Neutral,0
"- no microwave, they’ll let you rent one for 15$ a day but that was only after me complaining for days",25,0,0,0,0,Neutral,0
- mattresses that don’t cover the metal bed frame so be prepared to stub your toes the entire trip,21,0,0,0,0,Neutral,0
"- the door to my room had obvious signs that someone broke in previously, couldn’t get the door to close all the way without fidgeting with it",30,0,0,0,0,Neutral,0
"If you’re trying to go to the city, you’re better off staying another 5-10 minutes into Jersey",22,0,0,0,0,Neutral,0
The Ubers end up more expensive at this location because of where it is in the highway system,18,0,0,0,1,Worst,0
"Overall incredibly disappointed, if I knew it was going to be this bare minimum I’d have stayed in the Bronx",23,0,0,1,0,Medium,0
0/10 experience,2,0,0,0,0,Neutral,0
"HORRIBLE, Inconvenient, outdated",5,0,0,0,1,Worst,0
Those are the words I would use to describe this hotel,11,0,0,0,0,Neutral,0
I wouldn’t recommend this place,7,0,0,0,0,Neutral,0
Location is NOT convenient at all if you are trying to get to the city (NYC),18,0,0,0,0,Neutral,0
the shuttle only starts running at 12p and only runs once an hour,13,0,0,0,0,Neutral,0
Very lazy work,3,0,0,0,0,Neutral,0
They only drop off and do not pick up,9,0,0,0,0,Neutral,0
"For a hotel located on the highway, that is terrible",11,0,0,0,1,Worst,0
The inside is outdated,4,0,0,0,0,Neutral,0
The rooms have peeled walls,5,0,0,0,0,Neutral,0
The rooms only get cold when the AC is on 68 degrees,12,0,0,0,0,Neutral,0
