review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
"Manager is great, locations is the best in all of the Springs guaranteed! Very safe location and great restaurants within walking distance",24,3,0,0,0,0.9508,Good
The location is excellent and property is less than 10 years old,12,1,0,0,1,0.5719,Good
The visual style is appealing,5,0,0,0,0,0.0,Average
The front desk is prompt to assist,7,0,0,0,0,0.0,Average
Kudo's to the General Manager for her commitment to service! The room is comfortable and bed excellent,19,2,0,0,0,0.8718,Good
The lounge chaise is comfy as well,7,0,0,0,0,0.2732,Good
The bathroom has a standing shower,6,0,0,0,0,0.0,Average
1 logistics suggestion = Change the mini fridge plug location,10,0,0,0,0,0.0,Average
"As a platinum elite member, I'm cautious not to request things I do not need",17,0,0,0,0,-0.1027,Worst
I rarely ask for room upgrade or late check-out,9,0,0,0,0,0.0,Average
"This trip, I reserved two rooms and asked for both an upgrade and late check-out for one of the rooms",21,0,0,0,0,0.0,Average
Both requests were responded to with hesitation or declination,9,0,0,0,0,-0.2732,Worst
I was told the hotel was sold out and an upgrade was not available,14,0,0,0,0,0.0,Average
I checked and there were several upgraded rooms available to reserve online,12,0,0,0,0,0.0,Average
I requested late check-out and was again told no because of hotel being sold out,15,0,0,0,0,-0.296,Worst
I checked again and found that any room setup was available for the week to reserve,16,0,0,0,0,0.0,Average
Staff was extremely friendly but did not seem well trained on status members or how to address concerns,18,0,0,0,0,0.0066,Average
I was not acknowledged with member status upon check-in,9,0,0,0,0,0.0,Average
"Elevator was broken on arrival, side door by pool did not open, phone in room did not work, hair was on bathroom floor at check-in",28,0,0,0,1,-0.4767,Worst
Clean towels were not available when needed and no staff was on property who could address that concern,18,1,0,0,0,0.128,Good
I've stayed at this particular hotel many times,9,0,0,0,0,0.0,Average
This experience was not up to par with the previous times spent here,13,0,0,0,0,0.0,Average
I will try again in the future and hope things are improved,12,0,0,0,0,0.7184,Good
The value and location are perfect for me,8,2,0,0,0,0.7269,Good
The hotel was very clean and comfortable,7,2,0,0,0,0.762,Good
Staff was friendly,3,0,0,0,0,0.4939,Good
Excellent value for the money,5,2,0,0,0,0.7269,Good
Easy access to the hotel and outstanding Mountain views,9,1,0,0,0,0.7845,Good
Would definitely stay there again and recommend it to everyone else,11,1,0,0,0,0.6369,Good
We stayed @ your hotel on 3/8/23,0,0,0,0,0,0,Neutral
"The manager, Denise Galvez was AWESOME! We were planning to go to Pike's Peak on 3/9/23 but did not know you had to buy your tickets on line",31,1,0,0,0,0.4954,Good
"Denise and the front desk staff, Juan, helped me to book our 2 tickets to the Peak Cog Railway; and she & Juan printed out our tickets",30,0,0,0,0,0.0,Average
Then Denise gave us some ideas of where to stop in Manitou Springs & Garden of the Gods Nat'l Park,22,0,0,0,0,-0.296,Worst
I cannot thank them both for going above & beyond in helping my husband & I making this trip happen to Pike's Peak!,26,0,0,0,0,0.0982,Good
We love staying @ IHG and always are pleased with our stay,12,1,0,0,0,0.7964,Good
I want to thank Denise & Juan for making this stay EXCEPTIONAL! Please thank them and their staff for the wonderful service they provide to your customers!,29,2,0,0,0,0.9311,Good
You are lucky to have two such employees who strive to make your hotel the BEST in every way!,20,1,0,0,0,0.8412,Good
Thanks again for what you did for us,8,0,0,0,0,0.4404,Good
Debbie & Alan Panning,4,0,0,0,0,0.0,Average
Hotel was new and clean and not crowded,8,1,0,0,0,0.4019,Good
The lady at the front desk was very kind and helpful getting our room ready early and suggested things to do in the area,24,2,0,0,0,0.8503,Good
This is a great place to stay on the north end of Colorado Springs,14,1,0,0,0,0.6249,Good
We used this hotel for a conference that was in town,11,0,0,0,0,0.0,Average
Slept here for one night,5,0,0,0,0,0.0,Average
Great location on the north side of the springs,9,2,0,0,0,0.6249,Good
Perfect room for what we needed,6,1,0,0,0,0.5719,Good
They upgraded us our room and we had a great start in the springs,14,1,0,0,0,0.6249,Good
"Awesome place to stay, very convenient are",8,2,0,0,0,0.6249,Good
"You have so much near by, the area is very quite in the evening into the night",18,0,0,0,0,0.0,Average
I had a great nights rest,6,1,0,0,0,0.6249,Good
Friendly staff and guests as well,6,1,0,0,0,0.6486,Good
The room was beat up with the walls dirty and gum in carpet,13,0,0,0,1,-0.4404,Worst
Breakfast was terrible,3,0,0,0,1,-0.4767,Worst
Coffee was burnt,3,0,0,0,0,0.0,Average
Food was overcooked and dry,5,0,0,0,0,0.0,Average
Pancake maker didn’t work,6,0,0,0,0,0.0,Average
No apple juice and the orange juice tasted watered down,10,0,0,0,0,-0.296,Worst
Just plain terrible!!,5,0,0,0,1,-0.5696,Worst
I highly recommend Holiday Inn Express & Suites Air Force Academy,11,2,0,0,0,0.6976,Good
The manager Denise G,4,0,0,0,0,0.0,Average
"was so professional and addresses all of our needs, as we were in town to attend a family funeral",20,1,0,0,0,-0.3612,Good
She went above and beyond to ensure that all of the family felt comfortable and had what was needed,19,1,0,0,0,0.7096,Good
Her entire staff was so polite and friendly and always greeted us with smiles and warm welcomes,17,1,0,0,0,0.9055,Good
"Thank you, Denise and your entire staff for being so professional and welcoming",14,2,0,0,0,0.6872,Good
We will be back and we will recommend your hotel to everyone!,13,1,0,0,0,0.4199,Good
"I appreciate the uniformity of the hotels, knowing what to expect, and the quick and easy check in",20,1,0,0,0,0.6808,Good
I can use the benefits equally at any location,9,0,0,0,0,0.3818,Good
"I personally, like more daylight lighting in my room when I’m awake over the sleepy atmosphere I got",21,0,0,0,0,0.3612,Good
The bed was very comfortable! Glad we chose here to stay for the wedding we attended,17,1,0,0,0,0.8,Good
"Staff was friendly, beautiful view of the mountains from the breakfast area, if we needed to come back to Colorado Springs, this is where we would choose to stay!",33,2,0,0,0,0.8122,Good
This hotel was great i couldn’t have asked for a better experience,14,1,0,0,0,0.7906,Good
The views surrounding the hotel and the location relative to shopping and dinning were great,15,1,0,0,0,0.6249,Good
The hotel staff was prompt and courteous from beginning to end,11,1,0,0,0,0.5106,Good
I would highly recommend this location to anyone!,9,2,0,0,0,0.474,Good
One of the best hotel experiences we've had over the last several  years,14,1,0,0,0,0.6369,Good
The property is quite new and very comfortable,8,1,0,0,0,0.5563,Good
Good location just north of CO Springs with easy off easy on to I25 so you can get most anywhere around town in 15 o 20 minutes,27,0,0,0,0,0.8271,Good
"We had 4 people, 2 grown kids, so we looked at 2 rooms, but found a 2 BR suite which worked great",25,1,0,0,0,0.7684,Good
About $175 a night on a online booking site - this included taxes and fees,16,0,0,0,0,0.0,Average
Would have been $200+ for two rooms,0,0,0,0,0,0,Neutral
Good hot breakfast in the morning,6,0,0,0,0,0.4404,Good
Charged me for smoking in the room,7,0,0,0,0,-0.2023,Worst
Funny because I don't smoke,6,0,0,0,0,0.4404,Good
"I've stayed there countless times because it WAS my hotel of choice when I'm in the Springs, without any incident  (I'm there a lot for work) GM would never call me back about charges",40,0,0,0,0,-0.2732,Worst
Had to get my corporate involved because it was charged to my corporate card,14,0,0,0,0,-0.2023,Worst
I will never stay at a Holiday Inn again,9,0,0,0,0,0.4019,Good
You have lost my business forever,6,0,0,0,0,-0.3182,Worst
"the location was good, quiet most of the time, love the sofa, good TV channels, good internet speed",22,2,0,0,0,0.9169,Good
Only upsetting things is getting charged full price when we had booked & paid with points before checking in,19,0,0,0,0,-0.5994,Worst
Exactly what I would expect for a holiday inn hotel,10,0,0,0,0,0.4019,Good
"Clean and well designed rooms, friendly staff, great amenities and prime location",14,3,0,0,0,0.9022,Good
Will definitely stay there again and would highly recommend!,10,2,0,0,0,0.6989,Good
Very clean,2,1,0,0,0,0.4576,Good
Happy and helpful staff,4,2,0,0,0,0.7579,Good
In town for a funeral and needed early check-in and this hotel was great!,15,1,0,0,0,0.4389,Good
Terrible experience,2,0,0,0,2,-0.4767,Worst
"We had to change rooms 3 times after checking in late at night, and it still wasn’t right! Lobby was dirty and the guy working didn’t even seem to care that he sent us first to room with a broken toilet, then a room with no sheets on the bed, and finally to a smaller room with a malfunctioning heater",68,0,0,0,2,-0.636,Worst
After lugging our bags around to each room we just dealt with it,13,0,0,0,0,0.0,Average
"No help or apologies from the front desk clerk, just an excuse about maintenance issues",16,0,0,0,1,-0.2401,Worst
"Based on the recent reviews, it seems the management quality here has decreased dramatically the last few months",19,0,0,0,0,0.0,Average
"To be fair, IHG customer service did apologize and refund us some points",14,0,0,1.5,0,0.4019,Medium
"Not a typical experience for us at such a new hotel, but extremely dissatisfied with this one",18,0,0,0,0,-0.5913,Worst
Stay elsewhere,2,0,0,0,0,0.0,Average
"Good location, quiet, good breakfast",7,1,0,0,0,0.7003,Good
"My only real complaint is that I have to purchase my room from a third party rather than directly through ihg because the cost varies by such a large amount, even after the points I'd get from making it direc6tly through ihg, it isn't worth doing so",51,1,0,0,0,-0.0428,Good
"Other than that, there's not much wrong with this hotel",12,0,0,0,0,0.3724,Good
As always,2,0,0,0,0,0.0,Average
Somewhat of a second home,5,0,0,0,0,0.0,Average
This hotel is by far the best hotel in Colorado springs,11,1,0,0,0,0.6369,Good
"the staff is absolutely amazing , management really knows what they are doing you always are welcomed and feel at home here",22,1,0,0,0,0.7574,Good
i would absolutely recommend this hotel to all and I will 100% stay here again,16,1,0,0,0,0.4201,Good
Everything was pretty standard,4,0,1,0,0,0.4939,Average
Good customer service when we arrived at the front desk,10,0,0,0,0,0.4404,Good
Only complaints I have are that the breakfast crew was never well prepared,13,0,0,0,0,-0.6346,Worst
Coffee and food were always running out and it was a solid wait for more,15,0,0,0,0,0.1531,Good
They also had time share people in the lobby constantly selling which was a bit anoying,16,0,0,0,0,0.3182,Good
The room was not very clean,6,1,0,0,0,-0.3559,Good
There were hairs all over the bathroom so it hadn’t been swept,14,0,0,0,0,0.0,Average
There were little hairs all over the bed and spots all over the comforter,14,0,0,0,0,0.4404,Good
Breakfast was good and staff was helpful but our keys stopped working almost every day and we had to have them redone,22,1,0,0,0,0.128,Good
There was no towel rack close to the bath/shower,9,0,0,0,0,-0.296,Worst
This was very inconvenient,4,0,0,0,0,-0.4005,Worst
The best thing about this hotel is the location as we were visiting the Air Force Academy,17,1,0,0,0,0.6369,Good
I asked for a copy of my bill and it was totally blank,13,0,0,0,0,0.0,Average
We paid with points/cash so I would have expected to see the amount I had paid,16,0,0,0,0,0.0,Average
I realize they use the cash to purchase points but I still should have some record to reflect that,19,0,0,0,0,0.0,Average
"Also, there was a charge online for $15",10,0,0,0,0,0.0,Average
"30 that I didn't make? I had signed up for the 10,000 points for each 4 days stayed",0,0,0,0,0,0,Neutral
It did stipulate that you had to spend at least $30 but I assumed this would have been covered by the $535 that I spent,27,0,0,0,0,0.0,Average
????? I guess you better read the fine print?,0,0,0,0,0,0,Neutral
Stayed 3 nights the mattress was way to firm,9,0,0,0,0,0.0,Average
Toilet would not flush went to desk clerk she tried speaking to other staff but none of them spoke any English so had to go buy something to fix it ourselves,31,0,0,0,2,0.0,Worst
Tried to relax on the patio but the WiFi would not work out there,14,0,0,0,1,0.2382,Worst
Could get the hotel near us WiFi but not the IHG,11,0,0,0,0,0.0,Average
Ridiculous! Our rooms we not ever made up before 5 pm every day,14,0,0,0,0,-0.4199,Worst
Will probably look for a different hotel next time,9,0,0,0,0,0.0,Average
Wonderful hotel,2,1,0,0,0,0.5719,Good
"Friendly staff, clean rooms, comfortable beds",8,3,0,0,0,0.8481,Good
"I had a fantastic stay, and will definitely stay again",11,3,0,0,0,0.743,Good
Clean hotel,2,1,0,0,0,0.4019,Good
Friendly staff,2,1,0,0,0,0.4939,Good
I need my deposit back sooner please it’s been 8 days and I haven’t got it yet so please,23,0,0,0,0,0.6476,Good
